56.0,112.0,168.0,224.0,56.0,112.0,168.0,56.0,112.0,56.0,32.0,96.0,160.0,80.0,80.0,128.0,128.0,160.0,160.0

16.0,84.0,120.0,240.0,130.0,120.0,168.0,96.0,216.0,324.0,170.0,306.0,268.0,374.0,220.0,198.0,192.0,90.0,234.0
168.0,196.0,192.0,208.0,214.0,340.0,270.0,192.0,260.0,208.0,306.0,160.0,310.0,192.0,208.0,208.0,162.0,192.0,208.0
48.0,42.0,48.0,82.0,38.0,54.0,118.0,20.0,34.0,36.0,100.0,36.0,84.0,24.0,16.0,74.0,66.0,102.0,52.0
20.0,24.0,66.0,92.0,40.0,28.0,110.0,20.0,62.0,26.0,26.0,70.0,90.0,48.0,40.0,80.0,56.0,62.0,54.0
40.0,32.0,60.0,72.0,48.0,50.0,60.0,60.0,70.0,52.0,60.0,84.0,84.0,48.0,54.0,74.0,90.0,104.0,88.0
68.0,102.0,80.0,108.0,82.0,76.0,96.0,92.0,84.0,60.0,78.0,104.0,120.0,116.0,120.0,134.0,132.0,158.0,124.0
42.0,58.0,50.0,64.0,38.0,68.0,100.0,26.0,70.0,64.0,38.0,70.0,122.0,90.0,74.0,82.0,138.0,104.0,72.0
34.0,60.0,88.0,150.0,70.0,54.0,174.0,100.0,112.0,110.0,98.0,124.0,110.0,112.0,168.0,150.0,108.0,104.0,100.0
70.0,114.0,50.0,244.0,50.0,124.0,58.0,26.0,84.0,42.0,38.0,72.0,74.0,78.0,68.0,52.0,92.0,76.0,88.0
62.0,72.0,56.0,86.0,50.0,90.0,86.0,48.0,64.0,80.0,48.0,60.0,56.0,68.0,76.0,74.0,52.0,86.0,80.0
36.0,48.0,56.0,94.0,60.0,66.0,96.0,34.0,52.0,42.0,112.0,70.0,90.0,52.0,54.0,110.0,104.0,60.0,34.0
58.0,48.0,80.0,110.0,20.0,72.0,90.0,62.0,62.0,58.0,60.0,68.0,48.0,56.0,36.0,54.0,48.0,96.0,90.0
26.0,30.0,70.0,56.0,76.0,62.0,82.0,68.0,78.0,56.0,52.0,108.0,54.0,84.0,48.0,98.0,96.0,116.0,94.0
70.0,56.0,60.0,70.0,62.0,112.0,56.0,64.0,84.0,70.0,80.0,66.0,62.0,70.0,84.0,58.0,72.0,76.0,76.0
64.0,44.0,88.0,60.0,44.0,84.0,66.0,50.0,68.0,68.0,86.0,86.0,68.0,82.0,72.0,78.0,88.0,76.0,98.0
52.0,70.0,58.0,74.0,72.0,72.0,120.0,154.0,136.0,104.0,86.0,74.0,124.0,98.0,114.0,80.0,92.0,126.0,80.0
62.0,38.0,20.0,28.0,4.0,12.0,28.0,8.0,24.0,30.0,14.0,14.0,32.0,28.0,16.0,22.0,40.0,32.0,44.0
20.0,34.0,22.0,30.0,34.0,28.0,38.0,26.0,28.0,26.0,34.0,26.0,24.0,30.0,34.0,20.0,36.0,20.0,34.0
26.0,48.0,32.0,58.0,38.0,30.0,42.0,26.0,38.0,30.0,34.0,38.0,30.0,38.0,30.0,36.0,62.0,36.0,34.0
36.0,34.0,38.0,48.0,42.0,48.0,46.0,54.0,48.0,42.0,46.0,46.0,50.0,46.0,32.0,48.0,46.0,46.0,46.0
